19106	1247	mrs. robinson	1135313387
19106	145	car chase	1135313403
19106	3481	funny	1135313411
19106	3481	jack black	1135313411
19106	1396	too many secrets	1135313492
71331	1396	setec astronomy	1135361580
22198	2788	monty python	1135429210
22198	1732	coen brothers	1135429236
22198	1206	stanley kubrick	1135429248
22198	1193	jack nicholson	1135429371
22198	47	brad pitt	1135429412
22198	47	morgan freeman	1135429412
22198	32	bruce willis	1135429442
22198	2858	kevin spacey	1135429466
22198	2329	edward norton	1135429508
22198	2329	fuckoff nazi	1135429508
5829	110	overrated	1135589075
6400	3147	heart-wrenching	1136316848
6400	3147	tear-jerker	1136316848
6400	110	great action and tear jeker	1136316882
6400	356	love lt. dan	1136316923
6400	2236	tear jerker	1136316964
6400	3578	crowe's best	1136317081
19106	318	overrated	1136501635
21843	394	underrated	1136567470
21843	3728	Great	1136593985
21343	2329	neonazis	1136620252
21343	2329	racism	1136620252
21343	1884	drugs	1136620266
21343	1884	gonzo	1136620266
21343	1884	journalism	1136620266
65403	3707	Scary	1136769271
7815	1827	documentary	1136774126
7815	2700	Animation	1136774164
7815	2064	documentary	1136774842
67538	349	clancy	1136777604
67538	2700	saddam	1136777606
11255	1285	snappy dialog	1136815296
22198	3168	drugs & music	1136832886
22198	3168	sex	1136832886
45987	2004	Wacky	1136862054
45987	2036	unrealistic kid's movie	1136863217
45987	539	intolerable chick flick	1136863324
21843	3183	sleeper	1136894961
21843	3183	ed harris	1136894962
22198	1884	drugs	1136912921
22198	1884	hunter s. thompson	1136912921
22198	1208	crazy war	1136912950
32601	1270	Funny	1137018269
32601	1270	kinetic	1137018269
32601	2571	Brilliant	1137018311
32601	2571	Great heroics	1137018311
32601	2571	power of myth	1137018311
32601	2571	Pure action	1137018311
32601	2571	smart	1137018311
19106	2571	dark	1137096293
8777	2671	girlie movie	1137099823
8777	296	too violent	1137099838
8777	597	girlie movie	1137099885
8777	3259	girlie movie	1137099962
8777	2245	want to see	1137099983
65436	2133	teen	1137100747
65436	141	gay	1137100884
65436	1968	teen	1137100891
65436	912	classic	1137100896
65436	1252	classic	1137100901
65436	441	teen	1137100909
65436	357	chick flick	1137100913
65436	858	classic	1137100922
65436	858	mob	1137100922
65436	1380	chick flick	1137100936
65436	953	classic	1137100941
65436	2324	foreign	1137100947
65436	1267	classic	1137100950
65436	918	classic	1137100961
65436	2183	classic	1137100969
65436	2183	Hitchcock	1137100969
65436	908	classic	1137100979
65436	908	Hitchcock	1137100979
65436	296	Tarantino	1137100988
65436	904	classic	1137100995
65436	904	Hitchcock	1137100995
65436	527	Oscar Best Picture	1137101007
65436	527	holocaust	1137101021
65436	527	World War II	1137101021
65436	2133	1980s	1137101033
65436	141	homosexual theme	1137101185
65436	1968	1980s	1137101198
65436	912	World War II	1137101207
65436	223	Kevin Smith	1137101244
65436	441	1970s	1137101252
65436	1242	African American history	1137101278
65436	1242	Civil War	1137101278
65436	920	Civil War	1137101302
65436	920	classic	1137101302
65436	920	Southern theme	1137101302
65436	1380	1950s	1137101312
65436	953	Christmas	1137101324
65436	953	holiday	1137101324
65436	953	World War II	1137101324
65436	2324	holocaust	1137101378
65436	2324	World War II	1137101378
65436	1267	Cold War	1137101403
65436	1267	Communism	1137101404
65436	1231	NASA	1137101446
65436	1231	space program	1137101446
65436	1231	true story	1137101446
65436	1231	US history	1137101446
65436	2144	1980s	1137101469
65436	2144	chick flick	1137101469
65436	2144	teen	1137101469
65436	910	classic	1137101474
65436	910	Marilyn Monroe	1137101480
65436	1225	true story	1137101501
65436	2336	history	1137101521
65436	2336	true story	1137101521
65436	1242	true story	1137101535
65436	1242	inspirational	1137101544
